study_hours,previous_marks,practice_hours,sleep_hours,mobile_usage,final_score
9.2,72.1,2.5,8.7,4.0,70.61
0.1,91.0,7.9,9.5,5.5,80.81
5.0,66.0,6.5,5.3,2.9,75.21
5.8,99.6,1.3,7.1,9.8,51.05
0.2,79.1,0.0,9.1,2.9,46.9
3.1,39.8,0.3,4.7,4.4,21.22
9.1,99.5,2.0,8.8,1.0,92.69
1.6,61.5,0.9,5.1,2.6,34.16
6.4,53.7,4.3,8.8,0.5,82.14
2.6,71.3,6.9,7.7,5.6,77.89
0.1,54.8,5.9,5.2,7.5,44.81
2.9,40.6,1.7,6.8,2.0,45.01
11.7,35.1,3.2,8.1,3.7,87.43
9.6,64.2,4.1,7.8,0.2,95.48
11.5,89.4,6.5,6.6,8.4,99.29
5.9,72.2,6.7,9.4,7.8,76.26
1.3,99.9,7.3,7.1,0.6,82.61
6.6,53.6,4.1,7.0,3.6,74.88
5.5,53.2,5.6,4.4,9.6,51.28
10.1,45.4,0.9,9.5,3.9,68.18
1.2,45.7,4.5,5.1,5.3,37.58
5.9,53.5,2.0,7.2,3.6,48.39
1.8,86.5,3.5,8.8,6.0,49.69
3.9,93.9,5.1,5.3,9.8,56.85
8.8,98.4,2.1,7.2,10.0,61.89
5.7,50.1,0.4,5.4,7.7,28.95
4.5,92.3,0.1,8.6,4.0,55.48
4.7,56.3,0.2,7.4,4.9,36.19
5.5,42.3,0.1,9.1,3.6,39.87
9.4,91.6,0.9,9.4,9.9,55.2
10.7,76.3,1.9,7.9,7.1,72.77
11.5,45.7,1.8,8.4,4.5,77.39
9.4,62.9,7.9,7.3,0.1,100.0
3.8,53.7,2.4,6.3,5.2,42.87
8.3,82.9,1.0,7.9,9.8,55.02
5.3,64.5,4.4,9.4,5.2,64.03
3.1,99.3,6.9,6.5,1.8,96.37
10.1,38.6,5.4,5.9,0.2,90.18
0.5,58.1,2.4,6.3,3.5,35.93
10.8,66.3,4.5,6.6,9.2,73.7
5.5,67.7,5.7,4.4,10.0,44.14
7.6,55.5,5.8,7.0,9.5,69.37
7.9,82.4,5.3,7.0,7.3,74.26
10.7,91.9,7.0,7.5,5.6,100.0
7.6,96.0,7.0,6.2,5.9,96.69
7.4,87.3,4.6,7.7,5.4,89.66
0.8,90.3,3.4,9.3,7.1,43.71
6.2,70.8,5.1,9.7,4.2,79.65
1.8,88.7,6.5,7.5,6.7,72.56
8.8,54.7,0.0,4.3,1.2,61.66
6.1,60.9,7.9,9.8,2.7,100.0
8.2,55.6,1.5,8.2,8.4,45.7
0.5,65.4,3.8,6.0,9.0,26.99
1.0,53.6,7.0,4.9,5.4,50.52
8.6,97.5,1.8,4.9,0.3,82.14
0.9,55.3,3.8,5.0,9.3,15.68
0.9,41.4,1.1,4.3,7.0,8.64
0.1,69.2,3.2,9.4,4.1,53.89
11.5,38.7,1.4,7.2,6.0,63.24
8.9,42.2,2.9,8.2,4.3,75.24
4.2,49.3,3.0,9.0,4.7,53.85
3.6,65.2,7.9,8.7,8.9,63.6
4.2,63.2,8.0,9.3,1.6,99.11
9.3,87.0,0.9,9.8,1.0,89.81
7.9,83.1,5.8,6.6,0.0,100.0
2.2,62.7,0.4,9.7,3.1,37.5
2.1,56.7,0.2,8.3,1.5,46.54
1.2,55.6,0.8,4.4,2.2,35.8
7.9,85.3,7.7,8.1,0.1,100.0
9.2,38.4,7.5,8.1,2.3,93.01
3.2,35.8,1.6,9.4,3.3,42.0
0.3,86.7,1.3,6.2,0.3,52.6
1.0,66.0,1.9,7.5,6.1,34.47
11.6,43.5,4.1,4.1,5.7,76.23
3.5,50.3,4.6,6.0,1.0,68.67
9.2,95.6,1.8,4.4,6.0,66.82
7.5,90.9,6.1,7.1,10.0,70.74
4.6,81.1,2.5,8.9,9.4,48.7
2.5,66.3,7.4,5.2,0.0,78.96
1.5,68.8,5.3,7.2,8.0,50.91
7.4,98.4,3.5,5.2,3.5,76.07
9.3,97.8,6.3,4.7,0.6,100.0
7.7,49.0,6.5,7.1,3.0,92.42
6.4,87.7,2.3,4.5,3.2,67.2
0.5,47.8,2.7,7.5,5.2,31.93
11.6,48.9,7.5,4.2,6.6,85.78
9.6,78.9,1.3,4.6,7.5,56.5
3.5,61.3,0.3,7.3,2.5,42.01
11.8,95.6,3.6,7.5,3.2,100.0
7.2,40.8,6.4,4.2,3.1,73.82
7.0,68.2,6.2,7.4,3.6,80.26
9.0,94.7,7.4,9.0,10.0,95.42
9.7,93.8,4.3,8.3,7.8,90.46
7.9,45.2,0.8,4.8,9.7,31.79
1.5,58.8,4.7,7.6,6.9,51.93
4.1,75.2,6.2,8.0,4.1,81.31
11.1,45.4,0.7,4.2,3.9,55.24
2.7,97.9,1.4,9.1,4.9,52.81
4.5,94.5,0.1,9.4,4.2,58.91
5.2,45.9,4.7,9.1,8.3,45.33
5.3,42.9,7.1,8.9,4.7,77.1
7.4,40.6,5.4,8.5,3.0,70.0
11.3,94.1,7.9,7.8,7.7,100.0
2.9,47.6,0.5,8.1,8.5,26.0
1.5,62.1,7.2,8.8,4.2,71.26
2.4,64.2,6.5,8.0,6.7,57.09
10.6,73.9,2.5,6.0,0.6,91.82
7.7,39.7,7.8,6.3,5.3,77.83
3.4,49.7,2.3,9.4,0.4,54.94
9.8,95.5,7.1,4.1,0.3,100.0
10.3,94.0,7.0,8.2,6.1,100.0
10.2,85.8,6.1,9.7,3.0,100.0
11.0,36.3,4.5,8.2,7.4,80.66
3.0,56.3,1.0,10.0,9.0,33.53
9.1,75.8,4.3,8.1,1.4,99.72
5.5,52.9,2.9,4.2,7.2,33.77
10.1,94.1,6.3,9.0,5.1,100.0
8.7,76.2,6.1,5.7,1.1,94.75
9.3,39.7,7.3,6.7,6.5,80.58
7.9,94.1,0.1,5.9,6.1,55.07
2.1,97.3,6.5,5.6,5.2,68.67
6.5,40.1,7.5,6.6,9.3,68.14
11.8,69.6,6.3,6.3,5.2,100.0
11.2,54.7,1.0,7.8,9.9,59.88
0.5,60.5,0.7,8.9,5.1,21.17
2.0,46.7,0.2,5.8,1.2,33.63
1.6,72.6,5.0,5.3,4.7,58.14
8.7,97.3,5.0,8.0,1.8,100.0
9.8,67.7,7.9,8.0,6.0,92.65
2.6,40.4,3.2,9.4,6.9,36.88
6.1,75.3,2.7,4.1,4.7,63.53
10.1,57.1,5.0,9.1,1.0,99.62
8.8,90.6,6.6,7.1,4.7,95.46
6.5,63.3,7.5,7.7,0.8,90.91
7.1,47.5,6.4,4.5,6.8,60.88
6.1,47.4,3.4,6.6,7.9,39.05
3.6,85.0,5.1,5.4,9.6,51.94
6.8,52.3,6.9,5.5,1.5,90.99
8.3,84.9,3.9,7.0,5.3,74.21
10.5,48.4,1.7,8.9,5.7,69.43
7.6,55.9,1.4,8.5,9.2,50.59
9.1,65.3,0.0,7.5,6.3,55.34
1.9,96.3,5.7,7.2,1.5,71.65
5.5,95.6,0.9,6.6,4.4,61.89
0.1,48.4,2.0,9.8,6.5,27.17
3.0,58.3,2.4,7.4,7.0,37.42
8.7,44.7,4.5,5.5,8.6,55.41
11.9,68.1,3.2,5.4,1.8,93.27
1.2,64.9,5.4,7.7,9.5,43.96
4.8,93.5,0.4,7.1,0.6,78.28
9.6,95.5,1.0,4.0,9.8,55.99
2.4,59.9,4.0,9.0,8.6,50.32
6.7,67.0,2.7,8.2,6.6,62.14
8.8,93.3,2.4,8.0,7.3,73.46
7.4,87.4,0.5,4.4,0.7,70.13
2.3,35.2,7.2,6.2,0.4,62.61
4.3,55.8,5.5,9.6,1.0,81.96
9.4,62.4,1.0,9.2,0.9,70.18
6.7,49.9,0.5,5.7,5.5,37.35
0.1,48.0,7.8,4.9,2.2,59.95
9.1,37.5,5.4,6.7,8.6,70.09
0.4,76.8,3.3,6.1,4.5,50.83
8.9,52.1,5.6,8.1,7.0,75.85
2.4,38.4,6.1,9.8,6.5,54.42
11.5,50.0,6.2,6.2,3.2,100.0
4.4,87.1,3.8,4.4,2.4,62.04
3.9,90.3,3.4,9.4,3.4,74.83
1.8,66.4,0.1,4.2,8.0,11.2
3.7,62.0,7.4,9.7,5.9,74.34
10.5,98.6,4.8,8.0,2.5,100.0
12.0,48.0,1.6,9.7,8.2,69.78
4.4,49.0,7.4,5.2,0.5,83.4
5.4,54.0,7.3,4.2,7.0,68.86
8.7,46.2,7.9,6.9,4.4,92.81
10.6,59.7,7.0,6.7,7.3,90.65
7.1,94.2,8.0,6.0,9.3,94.74
4.7,75.0,2.0,9.7,7.5,44.33
5.0,61.8,6.7,8.9,4.4,88.21
8.3,95.7,6.6,8.0,1.5,100.0
0.0,38.2,1.8,5.0,8.1,10.92
7.4,48.7,0.8,8.4,4.6,52.02
4.3,71.8,7.8,8.4,0.8,92.22
9.5,75.0,2.4,6.6,7.2,70.27
1.1,37.6,7.0,9.5,2.9,68.07
7.1,61.2,0.0,5.0,0.5,60.69
5.8,77.2,0.2,5.6,9.0,32.71
7.7,80.4,3.7,4.4,4.8,89.9
0.8,76.5,1.9,8.8,2.8,54.67
7.0,55.8,5.5,7.7,7.2,73.5
6.7,41.1,4.5,5.9,8.9,47.02
6.7,62.8,0.6,5.0,0.0,58.65
7.2,43.4,1.3,4.2,6.9,36.79
8.1,96.6,3.1,5.0,7.7,74.02
9.7,65.9,1.5,6.7,2.1,71.51
3.2,55.6,6.3,5.5,4.9,54.72
9.9,84.8,3.3,5.6,0.9,96.98
6.0,67.4,0.7,9.3,7.5,48.79
0.9,55.2,3.9,7.1,8.5,27.27
0.7,87.8,0.7,8.4,1.1,45.07
4.0,91.4,1.0,4.2,8.2,43.98
9.4,78.7,1.9,6.2,7.7,65.73
8.5,38.1,6.9,6.9,3.5,78.32
9.5,71.8,7.4,5.1,6.9,83.16
6.2,84.6,6.6,4.7,0.0,95.0
5.3,43.9,2.7,9.2,9.3,44.23
1.8,49.9,2.2,9.6,5.5,41.34
3.9,92.4,4.4,4.5,6.2,66.0
5.2,36.3,5.8,6.1,6.6,47.45
1.1,83.9,7.9,9.7,5.6,76.98
2.6,65.8,1.1,4.5,8.6,29.26
7.2,64.0,0.4,7.9,6.1,57.36
8.8,35.5,5.6,9.8,9.1,69.72
12.0,88.3,6.7,9.9,5.8,100.0
11.2,58.4,6.8,6.8,1.7,100.0
7.7,70.1,5.4,5.0,9.1,70.25
5.1,79.0,7.6,5.2,6.8,76.27
7.6,80.7,4.1,9.3,7.0,72.84
9.4,97.1,7.3,9.5,9.9,93.01
1.4,69.5,7.7,7.6,0.8,82.13
4.9,61.0,6.8,8.6,4.3,78.19
10.1,97.0,2.5,8.4,2.4,87.61
4.6,76.7,1.6,8.0,6.3,45.22
6.9,54.4,4.4,9.0,8.1,60.75
7.1,43.2,3.6,8.1,9.7,52.26
2.2,89.8,7.0,7.2,4.5,76.05
4.3,58.5,0.8,5.4,7.9,28.41
4.0,77.9,2.1,8.5,9.2,38.23
0.3,65.6,6.0,6.8,6.8,47.48
0.3,47.9,0.8,5.8,2.4,32.96
10.0,74.1,2.6,8.8,6.1,79.01
3.3,38.9,3.1,8.2,9.7,22.08
6.2,61.9,5.0,9.6,9.9,54.71
3.6,70.5,1.3,5.0,6.4,39.32
11.3,63.3,6.9,7.9,8.9,89.83
3.1,83.7,3.6,5.5,2.0,64.32
5.2,88.8,7.3,9.4,2.5,96.62
10.5,85.1,3.7,4.6,9.5,73.5
10.1,37.5,2.2,7.9,1.4,74.62
2.2,47.6,1.1,8.7,1.9,41.73
9.6,69.9,0.0,6.1,4.2,58.21
5.5,95.8,4.3,9.7,5.9,83.34
5.8,89.3,0.9,9.1,6.0,58.05
1.6,89.8,3.1,5.8,2.9,59.27
1.0,54.7,4.7,4.0,9.2,21.08
8.7,62.9,2.2,5.8,9.2,60.48
6.0,65.6,1.4,5.7,3.9,60.05
5.2,45.2,6.2,9.3,4.3,63.77
8.8,37.0,7.6,9.8,7.0,80.74
9.2,96.5,0.8,4.4,6.6,65.96
1.9,50.6,1.2,6.8,3.8,26.91
7.3,50.6,7.7,7.3,4.1,87.05
1.6,40.4,0.3,4.6,3.5,22.87
9.0,95.4,7.8,6.3,2.4,100.0
7.9,72.7,0.0,5.9,4.6,57.74
11.5,78.4,7.0,7.2,6.9,98.67
0.8,94.3,2.5,8.0,7.4,31.28
0.7,57.5,7.5,8.2,7.8,58.34
3.4,75.4,2.5,4.8,3.7,55.87
3.1,37.5,5.2,8.9,7.6,59.04
3.0,47.1,0.6,8.1,0.1,36.35
10.9,89.0,1.9,9.3,4.8,92.2
3.0,84.8,6.2,6.7,7.9,52.54
3.3,57.8,4.2,9.4,6.3,63.11
9.1,59.5,7.4,9.2,4.7,100.0
5.4,69.7,3.4,6.6,6.4,52.24
9.3,35.0,7.0,6.3,9.1,73.65
0.8,50.7,3.6,9.6,5.7,38.28
5.9,48.5,7.8,8.3,8.0,73.68
0.4,51.3,7.7,9.6,9.8,48.88
0.8,87.4,2.6,8.8,7.1,51.81
10.9,53.2,7.1,7.7,5.7,100.0
1.7,47.4,6.8,4.7,0.4,62.6
6.4,67.8,1.7,5.7,3.7,63.42
4.9,91.3,5.0,9.8,5.7,80.83
4.2,50.7,0.6,5.9,8.0,18.28
10.8,40.1,6.7,4.6,4.4,83.25
0.3,58.2,1.4,8.2,9.6,27.85
8.0,83.6,0.6,8.4,2.7,74.75
11.6,70.8,3.2,5.7,7.4,81.38
6.7,88.1,4.6,5.8,4.2,78.57
11.2,97.4,6.8,6.8,4.9,100.0
0.6,86.5,7.8,4.1,8.0,56.01
5.0,74.2,3.5,8.7,3.0,70.54
3.1,67.1,0.5,5.9,1.0,39.72
8.8,37.6,6.0,9.1,5.2,75.94
11.8,99.0,4.5,8.8,5.3,100.0
3.1,59.9,3.6,8.0,8.0,41.46
7.9,44.9,2.5,5.9,9.7,42.64
2.4,78.3,4.0,7.1,0.6,70.58
6.8,53.5,2.7,6.7,5.9,56.69
5.6,73.1,6.1,6.0,6.8,75.82
11.7,73.1,4.4,9.1,9.9,77.39
7.3,64.0,7.0,6.9,9.4,75.05
4.2,89.3,4.3,9.0,7.1,70.03
1.4,52.2,1.9,4.6,5.2,31.9
1.8,64.2,6.8,4.8,1.6,61.41
2.7,69.9,4.5,9.9,3.8,67.44
3.0,78.1,1.7,7.5,5.9,53.72
10.2,86.0,5.0,7.1,7.3,87.7
6.7,60.7,2.9,7.1,6.4,59.96
6.3,77.0,6.8,5.3,7.1,79.35
1.4,44.8,3.6,8.3,4.3,37.85
10.3,95.6,5.8,4.5,7.3,99.93
8.7,59.9,0.8,7.4,1.4,72.86
0.8,82.4,3.2,7.4,1.6,60.64
8.5,36.3,7.9,9.5,1.6,92.09
6.5,48.3,6.5,7.2,8.9,67.08
1.0,66.7,1.3,4.8,0.8,43.58
5.5,92.1,2.2,7.4,8.0,64.16
5.8,69.3,2.6,4.5,2.3,61.0
2.0,95.4,5.2,5.2,4.7,58.75
11.3,66.4,6.1,4.2,9.2,76.33
10.2,66.9,6.0,7.1,5.9,88.19
8.0,42.8,4.1,4.5,2.1,64.59
5.5,87.2,6.5,6.8,2.8,96.67
4.9,51.1,3.5,9.6,9.2,53.22
7.8,93.5,1.0,8.3,4.3,71.65
6.5,94.2,4.5,4.5,5.9,70.81
0.7,96.3,7.6,5.3,4.6,62.23
6.2,68.8,6.3,8.0,3.8,88.46
9.7,79.0,4.6,9.4,2.2,100.0
5.5,85.6,5.2,4.2,6.9,62.47
0.6,43.5,7.4,8.9,7.2,50.24
9.4,74.1,3.4,7.4,2.7,89.41
2.4,37.2,2.7,7.3,7.9,35.64
3.1,67.3,7.8,9.7,8.5,69.85
2.0,45.1,6.9,8.5,9.2,48.66
4.0,46.9,2.6,9.1,1.6,59.71
9.1,58.7,3.7,6.1,3.0,71.52
6.2,63.1,3.3,7.3,8.6,44.95
2.5,75.5,1.2,7.7,2.0,47.79
10.5,39.8,7.7,5.9,0.0,100.0
10.6,67.7,3.2,7.4,8.7,69.12
10.4,46.9,7.0,5.4,3.3,91.27
2.9,72.3,1.5,4.9,4.1,39.17
5.4,76.4,4.4,6.2,4.5,68.55
11.8,71.2,0.2,8.4,8.5,72.93
9.3,83.0,6.1,9.5,3.4,100.0
0.3,56.8,4.6,6.7,8.9,26.85
0.8,84.7,5.0,7.9,6.2,55.17
5.6,63.1,0.4,4.6,5.3,48.56
10.9,66.5,1.7,9.4,3.3,81.76
6.5,77.1,0.6,7.4,2.4,57.68
6.0,36.2,2.3,8.7,6.2,44.47
1.3,77.5,5.0,8.8,4.5,62.07
7.9,75.2,4.5,5.5,9.1,67.56
9.9,55.1,4.9,7.2,4.9,88.12
4.6,40.6,4.4,9.8,5.1,53.68
9.3,40.9,2.2,4.5,4.2,54.16
11.6,95.0,2.0,8.1,7.9,80.53
2.4,79.8,1.1,9.8,4.2,53.45
6.3,43.3,6.8,5.8,2.7,71.55
3.4,58.2,4.9,9.2,8.6,48.03
9.5,73.5,1.5,9.6,6.0,69.46
6.9,89.3,1.4,8.5,5.9,69.86
7.6,37.8,7.0,5.4,6.1,73.77
9.6,50.4,5.9,6.0,7.2,80.46
4.8,92.8,5.3,4.2,3.1,83.97
11.0,35.6,3.3,9.0,0.3,88.53
6.4,48.1,2.1,9.1,8.1,40.9
1.9,97.3,7.8,7.8,1.3,86.45
8.4,74.9,6.4,6.1,7.2,73.22
9.5,52.0,2.4,4.5,0.8,72.51
3.8,39.4,6.8,8.5,3.8,66.67
10.3,36.8,6.1,8.4,0.6,100.0
10.9,50.9,2.4,9.5,5.2,76.9
3.3,92.3,3.4,8.4,6.5,57.35
11.8,62.0,1.5,9.0,1.7,88.72
1.7,81.8,0.9,8.5,3.7,40.64
2.4,94.7,5.8,7.8,9.3,64.57
2.2,61.5,2.1,6.6,4.4,36.9
10.7,47.4,6.6,9.4,8.0,81.49
7.9,68.6,8.0,7.9,9.3,87.6
1.8,94.0,0.6,6.4,9.7,29.67
5.3,87.3,3.8,4.5,9.0,44.14
7.4,39.3,6.4,5.7,3.2,81.43
1.0,80.0,6.3,7.3,9.6,45.59
10.6,72.2,6.1,5.7,8.1,83.4
9.6,94.0,2.8,5.3,8.4,71.64
6.1,43.0,3.6,7.2,0.2,74.18
11.6,69.7,4.8,5.0,9.5,78.52
5.0,92.2,7.8,8.8,7.8,85.22
11.8,61.7,2.6,6.9,7.7,70.37
8.0,66.3,7.4,7.4,0.8,100.0
7.6,39.6,2.2,4.9,2.3,57.57
2.0,53.1,7.9,5.9,9.6,58.11
10.6,56.1,5.4,6.5,5.0,89.97
5.1,96.4,3.7,8.8,4.0,73.62
1.9,53.4,4.9,8.6,8.4,40.4
0.2,65.0,2.2,5.3,0.9,42.69
6.7,78.6,2.2,7.7,4.2,74.61
6.3,45.5,0.9,5.5,3.8,52.28
8.6,66.6,0.9,9.9,3.5,69.53
10.7,83.0,2.8,9.7,3.1,91.28
1.0,91.3,6.1,7.4,2.1,69.65
8.8,75.7,4.9,8.2,1.7,98.76
2.2,78.5,0.8,8.8,6.4,50.19
10.3,43.2,6.8,8.3,9.2,82.02
9.8,96.5,4.8,8.2,5.1,90.11
6.5,43.6,7.7,9.8,3.0,86.73
8.5,85.4,5.4,7.6,1.6,98.17
3.8,52.2,1.4,7.8,8.3,27.06
5.7,95.7,3.8,9.1,9.7,62.46
9.9,81.8,5.2,8.0,3.5,100.0
5.5,84.0,0.2,8.4,2.9,63.91
4.3,49.2,0.1,5.4,6.0,33.18
5.9,63.8,1.0,6.2,7.8,42.55
9.9,75.2,2.0,4.9,4.6,62.15
4.0,85.0,3.4,7.0,6.3,52.56
2.1,41.8,3.9,6.7,7.2,33.54
8.5,97.6,1.1,10.0,9.6,65.6
9.9,92.9,5.4,7.7,1.7,100.0
1.2,52.6,4.8,8.7,10.0,34.83
2.9,88.5,2.4,6.0,3.9,55.13
1.7,68.7,0.1,9.0,7.2,28.93
4.2,65.0,0.6,7.7,5.7,39.57
5.4,55.4,3.1,8.2,4.9,58.62
9.0,72.8,1.2,5.8,7.0,63.71
7.8,82.4,3.0,7.3,4.0,77.22
7.5,61.7,5.0,7.8,1.3,88.14
4.2,75.9,4.4,7.5,4.9,65.5
10.1,80.5,1.8,9.5,5.2,87.46
5.7,81.2,2.8,9.4,2.0,72.48
11.7,38.4,4.9,9.8,9.4,85.02
7.6,90.9,6.9,8.0,2.3,99.93
1.5,64.8,6.0,9.8,4.1,62.71
8.1,52.1,4.4,9.0,1.5,89.86
3.9,50.7,2.9,5.6,5.4,48.0
8.2,66.4,2.9,6.6,3.1,67.42
0.8,92.6,7.0,5.4,4.9,61.25
2.1,59.6,0.3,4.0,2.2,33.55
10.3,83.7,7.9,5.1,0.5,100.0
2.7,41.3,5.3,4.0,7.8,42.59
10.0,65.9,5.4,8.3,6.4,86.22
3.4,99.5,0.3,6.6,3.4,40.83
7.7,85.1,4.8,5.9,0.5,95.29
8.3,48.7,3.9,8.6,8.7,62.66
6.2,67.6,0.8,9.0,1.7,63.45
3.7,50.2,2.2,9.9,9.3,31.02
2.6,61.6,7.1,7.9,4.8,69.66
0.4,85.7,4.4,6.8,3.4,52.28
3.6,85.1,3.3,5.8,7.4,59.45
7.8,49.8,0.6,5.3,8.8,43.41
11.3,94.9,5.7,5.3,3.7,100.0
10.5,73.5,5.6,6.5,4.1,96.87
9.2,59.7,4.9,10.0,4.3,85.99
9.5,67.6,4.1,4.0,9.2,62.46
8.0,74.3,3.5,5.2,6.9,73.4
3.1,71.4,4.7,5.1,2.5,67.93
10.9,66.6,1.9,8.3,1.8,88.63
8.0,67.8,7.5,6.1,2.3,100.0
6.7,46.5,4.7,6.7,2.6,74.9
1.3,87.8,2.5,4.9,2.3,53.31
5.4,70.2,3.6,6.4,6.6,62.07
5.5,43.5,6.4,4.6,1.2,77.41
10.4,84.8,1.3,7.2,3.9,84.77
6.6,95.6,2.3,4.6,6.3,62.47
4.6,96.6,5.4,8.7,2.9,86.64
11.7,59.0,2.5,7.4,0.7,89.91
1.3,43.8,6.3,8.3,0.8,62.89
5.1,68.7,1.0,6.5,1.3,50.52
0.5,42.3,6.1,6.3,8.4,30.15
8.9,95.7,0.5,4.6,6.6,56.29
11.0,46.9,0.1,7.1,0.6,70.78
3.4,51.4,7.2,7.1,3.9,77.9
10.3,61.4,4.7,6.8,2.8,90.6
3.5,59.9,2.8,8.4,5.8,49.57
10.9,86.7,1.9,9.0,5.2,87.21
9.0,64.7,4.9,8.5,4.8,93.68
9.7,46.1,4.1,4.9,3.1,73.06
0.2,52.4,7.9,7.7,1.4,68.73
11.6,68.1,7.9,4.5,7.4,96.0
8.7,44.6,5.1,8.2,8.8,71.59
3.7,74.8,3.5,6.3,9.4,49.6
10.0,71.8,3.9,4.8,0.6,94.8
3.4,81.5,5.5,9.2,7.4,71.99
10.5,96.0,0.8,7.7,7.3,73.99
1.4,94.3,2.6,6.1,9.5,34.44
8.4,96.5,0.6,4.2,2.5,77.17
6.5,50.9,0.6,7.2,7.4,41.45
1.2,43.6,1.6,9.5,0.5,41.88
2.9,54.6,3.9,7.6,6.3,51.5
0.1,93.2,6.3,9.8,3.5,72.58
5.6,98.2,3.9,4.8,7.7,61.12
3.6,90.9,2.7,7.4,8.6,53.18
7.2,42.2,0.7,8.8,3.6,53.43
3.6,96.6,4.4,7.2,5.3,70.65
3.6,62.5,2.2,4.5,1.2,55.98
8.9,35.6,4.9,7.5,4.2,71.05
0.6,63.8,7.8,7.7,3.6,70.25
10.8,38.0,0.9,8.4,1.8,79.15
10.2,70.4,1.7,8.6,8.9,59.66
8.0,57.0,3.8,8.6,1.5,85.9
7.1,65.8,7.7,8.0,6.4,82.58
10.7,74.9,6.2,5.3,8.9,89.02
2.2,91.5,7.2,6.4,9.1,67.38
0.9,78.0,2.7,8.7,7.9,36.33
2.9,63.2,7.9,9.7,1.8,98.27
9.5,88.3,0.8,4.5,8.2,62.84
0.4,93.9,0.4,7.2,2.8,46.0
7.0,42.8,6.8,5.9,9.2,64.43
11.9,69.6,7.4,5.4,7.1,100.0
10.3,53.5,0.7,7.0,7.9,48.75
6.3,38.1,0.9,7.6,0.9,56.51
0.8,78.5,0.3,4.1,5.8,24.89
10.0,91.1,0.8,8.7,8.2,66.68
7.2,45.6,1.7,8.9,8.6,47.58
1.4,87.8,7.8,9.8,0.3,100.0
1.1,90.5,5.3,5.1,9.4,42.47
10.9,94.4,6.2,7.6,0.4,100.0
8.0,52.2,6.2,6.6,6.1,72.07
10.0,93.8,4.3,6.0,6.9,76.7
10.5,55.8,6.4,7.4,1.1,100.0
6.9,70.9,4.8,8.7,0.5,92.19
6.2,38.3,2.5,4.1,7.8,35.74
5.2,37.9,4.5,9.8,3.8,59.83
3.8,81.8,4.3,8.9,1.1,78.9
5.2,63.9,6.6,8.5,7.6,75.85
9.3,51.7,7.9,8.6,8.5,86.5
7.2,47.4,3.3,6.3,5.9,56.94
10.7,78.5,6.1,8.5,1.6,100.0
5.3,35.0,0.8,6.3,0.2,43.27
7.3,87.4,6.2,9.4,7.0,91.71
7.6,40.2,3.0,5.1,5.5,46.89
7.1,47.4,0.3,5.8,6.5,33.89
8.4,60.1,2.9,7.3,8.1,54.19
2.8,66.5,4.9,5.9,4.3,57.0
6.1,58.1,1.0,6.5,1.2,57.37
1.3,55.8,7.4,7.0,9.4,47.52
4.6,97.7,0.6,9.1,5.5,52.77
5.9,76.7,7.4,7.1,6.2,88.07
7.8,36.5,5.7,6.2,9.3,61.15
11.4,63.0,2.6,5.5,9.3,62.88
7.2,91.9,3.1,6.5,5.7,69.97
8.9,54.6,5.9,7.1,3.0,86.51
6.1,41.1,4.8,8.5,10.0,48.23
7.6,84.3,5.4,4.7,6.8,68.9
0.9,74.4,3.1,5.3,4.1,38.64
3.1,72.1,3.9,6.3,5.6,57.24
4.3,38.5,7.9,6.2,4.2,71.48
5.7,44.1,1.7,6.4,8.9,41.01
0.5,75.5,3.3,8.8,4.8,46.63
1.7,48.5,2.3,5.9,8.2,20.67
3.3,67.8,6.1,7.0,8.4,54.19
11.7,70.4,6.1,7.7,8.2,91.14
4.0,53.4,2.3,5.4,7.2,32.09
5.8,96.6,0.7,8.3,8.5,52.96
2.4,89.8,0.1,7.3,3.9,44.58
7.3,82.0,3.4,6.7,1.1,82.45
3.4,40.1,3.3,8.9,8.4,42.99
2.5,41.9,7.9,5.5,5.0,69.65
6.2,67.0,3.8,9.3,1.3,87.78
0.1,45.4,2.1,7.4,1.2,40.78
0.1,98.6,7.1,7.7,1.6,84.82
2.6,45.3,3.9,9.3,7.5,51.14
0.4,66.7,4.8,8.9,7.1,49.25
1.3,58.7,0.8,7.6,2.0,36.02
4.1,76.6,3.1,8.5,8.5,52.17
9.6,43.4,7.6,6.6,2.8,99.52
6.9,63.0,4.7,7.3,7.9,59.08
6.2,52.9,2.8,4.4,4.9,49.99
3.5,92.7,5.0,4.5,7.3,64.05
11.2,37.6,7.3,9.0,3.8,91.94
4.8,94.4,2.2,4.4,3.5,55.29
1.0,89.1,4.0,5.0,8.4,39.1
7.4,54.3,7.7,8.8,0.4,100.0
1.4,86.3,1.4,4.0,9.7,14.92
4.1,37.0,5.8,5.7,6.5,49.62
6.1,97.8,4.9,7.5,4.3,91.0
10.5,69.2,5.4,7.6,6.3,89.86
5.9,54.7,2.8,8.7,1.2,75.24
8.4,58.6,2.5,7.0,5.1,62.35
11.9,39.3,5.5,7.1,9.9,69.31
1.6,99.3,1.7,8.4,2.4,63.5
3.3,37.6,3.4,7.0,7.2,37.61
4.7,77.6,1.5,7.7,4.3,50.03
5.1,63.8,0.1,9.4,6.5,38.53
4.9,96.7,7.8,6.4,2.0,100.0
10.9,51.0,3.5,6.3,4.7,72.83
8.6,69.6,7.8,4.0,9.8,81.03
7.3,66.4,1.1,7.7,2.0,64.95
